title,bias_score,reliability_score,article_url,adfontes_url,date,outlet,outlet_story_count
Former Trump Admin Official Calls Helsinki Press Conference 'Humiliating for the Country',-6.67,43.33,https://ijr.com/former-trump-admin-official-helsinki-press-conference/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-16,ijr.com,22
Biden Lashes Out at Reporter When Pressed on Why He Is 'Confident' Putin Will Change His Behavior,1.33,46.33,https://ijr.com/biden-lashes-reporter-pressed-putin/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-16,ijr.com,22
Youngkin Claims McAuliffe Is Bringing In Big Names To 'Take the Spotlight Off of His Failed Record',-3.0,41.0,https://ijr.com/youngkin-claims-mcauliffe-is-bringing-in-big-names-to-take-the-spotlight-off-of-his-failed-record/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-10-25,ijr.com,22
Texas Senators Blast Biden Admin over Denial of Border Crisis: 'It Is a Federal Responsibility',4.33,42.0,https://ijr.com/texas-senators-blast-biden-admin-denial-border-crisis-federal-responsibility/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-10-25,ijr.com,22
"Biden Repeats False Story 2nd Time in a Week, Marking the 5th Time in His Presidency",7.0,37.0,https://ijr.com/biden-false-story-2nd-time-week-5th-time-presidency/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-10-25,ijr.com,22
"Treasury Sec Yellen Drops Brutal Truth Bomb, Says Biden's Historic Inflation Will Last Until Dec 2022",4.33,39.33,https://ijr.com/treasury-sec-yellen-drops-brutal-truth-bomb-inflation/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-10-25,ijr.com,22
Pelosi Refuses to Share If She Will Run for Speaker Again If Dems Keep the House,-0.67,43.33,https://ijr.com/pelosi-refuses-share-run-speaker-dems-keep-house/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-10-25,ijr.com,22
Romney Defends Liz Cheney Amid GOP Rift: She ‘Refuses To Lie’,3.33,44.33,https://ijr.com/romney-defends-liz-cheney-gop-rift-refuses-lie/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-05-04,ijr.com,22
‘I’ve Had It With Her’: McCarthy Reportedly Caught On Hot Mic Trashing Cheney,2.0,44.33,https://ijr.com/mccarthy-reportedly-caught-hot-mic-trashing-cheney/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-05-04,ijr.com,22
"Psaki: GOP ‘Spending a Lot of Blood, Sweat’ Trying To Figure Out ‘What They Stand For’",1.0,44.0,https://ijr.com/psaki-gop-blood-sweat-figure-out-what-they-stand-for/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-05-04,ijr.com,22
Biden Seemingly Takes Rare Swipe at Manchin and Sinema During Speech,0.0,46.33,https://ijr.com/biden-seemingly-takes-swipe-manchin-sinema-speech/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-02,ijr.com,22
Trump Shuts Down 'From the Desk Of' Blog Page on His Site Permanently,-3.0,44.0,https://ijr.com/trump-shuts-blog-page-site-permanently/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-02,ijr.com,22
CNN Anchor Shuts Down Texas State Senator's Claim of 'Hundreds of Open Cases' of Voter Fraud,-6.33,42.67,https://ijr.com/cnn-anchor-texas-state-senators-claim-voter-fraud/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-02,ijr.com,22
RNC Threatens To Advise Presidential Candidates Against Debates Unless 'Significant' Changes Are Made,2.33,40.67,https://ijr.com/rnc-presidential-candidates-avoid-debates-changes/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-02,ijr.com,22
Newly Obtained Bodycam Video Shows Attack on Officer During Capitol Riot,0.0,44.67,https://ijr.com/new-bodycam-video-attack-officer-capitol-riot/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-05-13,ijr.com,22
McConnell Calls Push To 'Defund the Police' One of the 'Dumbest Ideas Ever Surfaced',0.0,43.33,https://ijr.com/mcconnell-push-defund-police-one-dumbest-ideas-ever/,https://adfontesmedia.com/independent-journal-review-bias-and-reliability/,2021-06-01,ijr.com,22
"Fact check: What's true about the Capitol riot, from antifa to BLM to Chuck Norris",0.0,40.0,https://www.usatoday.com/story/news/factcheck/2021/01/14/fact-check-truth-capitol-riot-antifa-chuck-norris/6653343002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-01-14,www.usatoday.com,22
Supply chain issues: What are they and how will shortages impact the holiday shopping season?,-1.33,47.0,https://www.usatoday.com/story/money/2021/10/15/supply-chain-shortages-issues-impact-holiday-shopping/8450237002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-10-15,www.usatoday.com,22
'No regrets': Evangelicals and other faith leaders still support Trump after deadly US Capitol attack,-3.0,48.0,https://www.usatoday.com/story/news/nation/2021/01/12/evangelicals-donald-trump-capitol-riot-voter-fraud/6644005002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-01-12,www.usatoday.com,22
"Live updates: Horse patrols temporarily suspended at Haitian migrant camp in Del Rio, Texas",-3.0,46.67,https://www.usatoday.com/story/news/politics/2021/09/23/haitian-migrants-us-diplomat-quits-cites-inhumane-treatment/5825162001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-09-23,www.usatoday.com,22
"Biden's Afghanistan horror: A well-intentioned miscalculation with disastrous, predictable results",2.33,37.67,https://www.usatoday.com/story/opinion/todaysdebate/2021/08/15/bidens-departure-afghanistan-predictable-and-disastrous/8142482002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-08-15,www.usatoday.com,22
Why did Simone Biles withdraw at Olympics? Here's what we know as she will return for one event,-0.67,45.33,https://www.usatoday.com/story/sports/olympics/2021/07/28/2021-olympics-what-we-know-simone-biles-individual-events/5397525001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-07-28,www.usatoday.com,22
"'What can you do?' He was in Paris. His wife was 4,500 miles away in a Surfside, Florida, condo that had started to collapse.",0.0,42.67,https://www.usatoday.com/story/news/nation/2021/07/01/florida-building-collapse-survivor-tells-story-rescue-and-reunion/7824928002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-07-01,www.usatoday.com,22
"Charges against Trump Organization expected as soon as next week, Trump attorney says",0.67,47.33,https://www.usatoday.com/story/news/politics/2021/06/25/trump-organization-charges-against-trump-family-business-expected/5350802001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-06-25,www.usatoday.com,22
"Bug infestations, tent-lined streets: California's homelessness crisis is at a tipping point. Will a $12B plan put a dent in it?",-0.67,47.33,https://www.usatoday.com/story/news/nation/2021/06/13/california-homeless-crisis-los-angeles-gavin-newsom/7421329002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-06-13,www.usatoday.com,22
"Juneteenth, symbolic end of America's original sin of slavery, complements Independence Day",-4.0,38.33,https://www.usatoday.com/story/opinion/todaysdebate/2021/06/17/juneteenth-federal-holiday-complements-independence-day/7727385002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-06-17,www.usatoday.com,22
Invoke the 25th Amendment: Donald Trump forfeited his moral authority to stay in office,-6.0,36.33,https://www.usatoday.com/story/opinion/todaysdebate/2021/01/07/after-trump-mob-riot-capitol-invoke-25th-amendment-editorials-debates/6585443002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-01-07,www.usatoday.com,22
"Cease-fire in Gaza: What we know about the Israel, Hamas agreement",0.0,47.0,https://www.usatoday.com/story/news/politics/2021/05/21/cease-fire-gaza-what-we-know-israel-hamas-agreement/5189517001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-05-21,www.usatoday.com,22
Biden offers to keep 2017 Trump tax cuts intact in infrastructure counteroffer to GOP,-2.67,47.0,https://www.usatoday.com/story/news/politics/2021/06/03/joe-biden-offers-keep-tax-cuts-intact-pay-infrastructure/7523881002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-06-03,www.usatoday.com,22
"Fact check: Minnesota police association covering Chauvin's defense, not Trump",-2.0,45.0,https://www.usatoday.com/story/news/factcheck/2021/04/20/fact-check-claim-trump-funding-chauvins-defense-began-satire/7276564002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-04-20,www.usatoday.com,22
"Derek Chauvin's conviction is progress, but it 'will do nothing to change' urban policing on its own",-7.67,42.0,https://www.usatoday.com/story/news/nation/2021/04/20/chauvin-conviction-george-floyd-policing-issues-remain/7294812002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-04-20,www.usatoday.com,22
Maxine Waters tells Jim Jordan 'shut your mouth' during congressional hearing with Fauci,-3.67,44.0,https://www.usatoday.com/story/news/politics/2021/04/15/maxine-waters-tells-jim-jordan-shut-your-mouth-house-hearing/7243432002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-04-15,www.usatoday.com,22
"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",-3.0,47.33,https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-04-10,www.usatoday.com,22
George Floyd's addiction could change how we talk about drug use and Black Americans,-5.0,46.33,https://www.usatoday.com/story/news/nation/2021/04/03/derek-chauvin-trial-highlights-george-floyds-opioid-drug-addiction/4842554001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-04-03,www.usatoday.com,22
Is Donald Trump a declining parody or a terrifying threat? Mastio & Lawrence on CPAC 2021,-11.33,32.33,https://www.usatoday.com/story/opinion/2021/02/28/trump-cpac-comeback-speech-showed-sad-little-man-angry-world/6859607002/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-02-28,www.usatoday.com,22
Fact check: National Guard members remained armed during inauguration,-0.67,48.0,https://www.usatoday.com/story/news/factcheck/2021/01/20/fact-check-national-guard-protected-biden-remaining-armed/4230530001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-01-20,www.usatoday.com,22
"'This is America's day': Biden inaugurated as 46th president, Harris sworn in as vice president",-3.33,49.67,https://www.usatoday.com/story/news/politics/2021/01/20/biden-inauguration-marks-shift-politics-after-four-years-trump/4218321001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-01-20,www.usatoday.com,22
Israel is the Jewish people's ancient home. We will always defend ourselves from Hamas.,-2.0,40.0,https://www.usatoday.com/story/opinion/2021/05/22/israel-gaza-hamas-terror-jewish-people-column/5163782001/,https://adfontesmedia.com/usa-today-bias-and-reliability/,2021-05-22,www.usatoday.com,22
Kamala Harris Claims President Trump’s “Secret Police” Will Steal the Election,18.33,40.33,https://www.lifenews.com/2020/07/29/kamala-harris-claims-president-trumps-secret-police-will-steal-the-election/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-07-29,www.lifenews.com,22
Trump Admin Fights Judge’s Order Making It Easier to Kill Babies in Abortions,15.67,35.0,https://www.lifenews.com/2020/07/29/trump-admin-fights-judges-order-making-it-easier-to-kill-babies-in-abortions/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-07-29,www.lifenews.com,22
Abortionist Who is a Convicted Sex Offender May Have to Close His Seven Abortion Clinics,27.75,21.0,https://www.lifenews.com/2019/04/16/abortionist-who-is-a-convicted-sex-offender-may-have-to-close-his-seven-abortion-clinics/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-04-16,www.lifenews.com,22
"Joe Biden Celebrates Abortion, Calls Killing Babies in Abortions a “Constitutional Right”",21.23,23.73,https://www.lifenews.com/2020/06/29/joe-biden-celebrates-abortion-calls-killing-babies-in-abortion-a-constitutional-right/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-06-29,www.lifenews.com,22
Teachers’ Unions Push Abortions on Children as Young as 12 Without Their Parents’ Knowledge,20.0,16.67,https://www.lifenews.com/2019/04/16/teachers-unions-push-abortions-on-children-as-young-as-12-without-their-parents-knowledge/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-04-16,www.lifenews.com,22
Judge Refuses to Dismiss Bogus Charges Against David Daleiden for Exposing Planned Parenthood,26.5,19.25,https://www.lifenews.com/2020/07/29/judge-refuses-to-dismiss-bogus-charges-against-david-daleiden-for-exposing-planned-parenthood/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-07-29,www.lifenews.com,22
Alabama Bill Would Ban Abortions and Make Killing Unborn Babies a Felony,15.0,33.0,https://www.lifenews.com/2019/04/16/alabama-bill-would-ban-abortions-and-make-killing-unborn-babies-a-felony/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-04-16,www.lifenews.com,22
President Trump Condemns Abortions on Babies With Down Syndrome: They “Deserve Love”,14.67,29.0,https://www.lifenews.com/2020/10/01/president-trump-condemns-abortions-on-babies-with-down-syndrome-they-deserve-love,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-10-01,www.lifenews.com,22
Fact: An Unborn Baby is a Human Being and Abortions Kill Children,19.33,29.0,https://www.lifenews.com/2020/08/19/fact-an-unborn-baby-is-a-human-being-and-abortions-kill-children/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-08-19,www.lifenews.com,22
Democratic Senator Who Admitted Hitting His Wife Casts Final Nominating Vote For Joe Biden,25.67,21.33,https://www.lifenews.com/2020/08/19/democratic-senator-who-admitted-hitting-his-wife-casts-final-nominating-vote-for-joe-biden/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-08-19,www.lifenews.com,22
Trump Admin Slams China After New Reports of Forced Abortions: “Campaign of Brutal Repression”,19.33,29.33,https://www.lifenews.com/2020/08/19/trump-admin-slams-china-after-new-reports-of-forced-abortions-campaign-of-brutal-repression/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-08-19,www.lifenews.com,22
Ratings for Democrat Convention Drop 28% as Americans Oppose Pro-Abortion Joe Biden,24.0,18.33,https://www.lifenews.com/2020/08/19/ratings-for-democrat-convention-drop-28-as-americans-oppose-pro-abortion-joe-biden/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-08-19,www.lifenews.com,22
"Abortion Activist’s Crazy Claim: “Unplanned” Movie Will “Radicalize” Pro-Lifers, Make Them “Violent”",23.0,29.0,https://www.lifenews.com/2019/04/16/abortion-activists-crazy-claim-unplanned-movie-will-radicalize-pro-lifers-make-them-violent/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-04-16,www.lifenews.com,22
"Justice Clarence Thomas: “From the Beginning, Abortion Was Promoted as a Means of Eugenics”",22.44,25.56,https://www.lifenews.com/2020/07/29/justice-clarence-thomas-from-the-beginning-abortion-was-promoted-as-a-means-of-eugenics/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-07-29,www.lifenews.com,22
"John Kasich: It’s OK for Republicans to Vote for Biden, Even Though He Supports Killing Babies",25.0,21.33,https://www.lifenews.com/2020/08/18/john-kasich-its-ok-for-republicans-to-vote-for-biden-even-though-he-supports-killing-babies/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-08-18,www.lifenews.com,22
Pro-Abortion Candidate Beto O’Rourke Fantasized About Running Over Children With a Car,25.5,27.25,https://www.lifenews.com/2019/03/19/pro-abortion-2020-candidate-beto-orourke-fantasized-about-running-over-children-with-a-car/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-03-19,www.lifenews.com,22
Actress Alyssa Milano Refuses to Call People Against Abortion “Pro-Life.” They’re Just “Anti-Choice”,9.25,35.0,https://www.lifenews.com/2019/03/19/actress-alyssa-milano-refuses-to-call-people-against-abortion-pro-life-theyre-just-anti-choice/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-03-19,www.lifenews.com,22
WATCH: Beto O’Rourke Supports Taxpayer-Funded Third Trimester Abortions,16.0,31.0,https://www.lifenews.com/2019/03/19/watch-beto-orourke-supports-taxpayer-funded-third-trimester-abortions/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-03-19,www.lifenews.com,22
Two Catholic Priests Go Inside Abortion Clinics to Save Babies From Abortion,24.67,20.67,https://www.lifenews.com/2019/03/19/two-catholic-priests-go-inside-abortion-clinics-to-save-babies-from-abortion/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-03-19,www.lifenews.com,22
ABC Coronavirus Special Never Mentions Andrew Cuomo Killing Nursing Home Residents,28.5,24.25,https://www.lifenews.com/2020/07/29/abc-coronavirus-special-never-mentions-andrew-cuomo-killing-nursing-home-residents/,https://adfontesmedia.com/life-news-bias-and-reliability/,2020-07-29,www.lifenews.com,22
"Massachusetts Bill Would Legalize Abortions Up to Birth, Babies Born Alive After Abortion Can be Left to Die",16.67,36.33,https://www.lifenews.com/2019/04/16/massachusetts-bill-would-legalize-abortions-up-to-birth-babies-born-alive-after-abortion-can-be-left-to-die/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-04-16,www.lifenews.com,22
Packed Theater Gives “Unplanned” Movie Standing Ovation After Glitzy Hollywood Premier,22.67,21.67,https://www.lifenews.com/2019/03/19/packed-theater-gives-unplanned-movie-standing-ovation-after-glitzy-hollywood-premier/,https://adfontesmedia.com/life-news-bias-and-reliability/,2019-03-19,www.lifenews.com,22
Court ruling: Big Ten must disclose additional documents in next 10 days,2.67,48.67,https://omaha.com/sports/huskers/football/court-ruling-big-ten-must-disclose-additional-documents-in-next-10-days/article_5dfb72e7-3bb7-586d-b354-b488c91441f3.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-09-02,omaha.com,22
Omaha protesters paint harsh picture of jail; officials say they did their best in a bad situation,3.0,44.67,https://omaha.com/news/local/crime-and-courts/omaha-protesters-paint-harsh-picture-of-jail-officials-say-they-did-their-best-in-a/article_d355a9af-143a-5ad4-98c8-85cf5ee39925.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-07-28,omaha.com,22
Omaha lawmaker tries another avenue to allow discussion of meatpacking plant conditions,-3.0,51.0,https://omaha.com/news/state-and-regional/govt-and-politics/omaha-lawmaker-tries-another-avenue-to-allow-discussion-of-meatpacking-plant-conditions/article_256fed9d-3e6a-5743-8e00-c8ba4042f0dc.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-07-29,omaha.com,22
"Get used to wearing a mask, Omahans — after 4-hour hearing, council unanimously passes mandate",-1.0,50.25,https://omaha.com/news/local/govt-and-politics/get-used-to-wearing-a-mask-omahans-after-4-hour-hearing-council-unanimously-passes-mandate/article_f4ed8c84-a15c-5776-ae3c-f4d345358051.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-08-11,omaha.com,22
'That's a big loss': South Omaha's main coronavirus testing site will close Thursday,-0.5,51.75,https://omaha.com/news/local/thats-a-big-loss-south-omahas-main-coronavirus-testing-site-will-close-thursday/article_ad0c93ba-df26-5931-bfc0-326a52d1fe68.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-08-18,omaha.com,22
"Proposal would shift $2 million from Omaha police budget to workforce, mental health services",-1.33,44.33,https://omaha.com/news/local/govt-and-politics/proposal-would-shift-2-million-from-omaha-police-budget-to-workforce-mental-health-services/article_32a09147-8d09-596a-833f-d859e718881c.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-08-13,omaha.com,22
"Knock, knock: If you didn't reply, a census worker will be coming to your door soon",-2.67,49.33,https://omaha.com/news/local/knock-knock-if-you-didnt-reply-a-census-worker-will-be-coming-to-your-door/article_ad4c3790-9fe3-55e6-a557-202c8cb3b732.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-08-13,omaha.com,22
State agency applies U.S. Supreme Court ruling on LGBT job rights to housing cases,-5.33,52.33,https://omaha.com/news/local/govt-and-politics/state-agency-applies-u-s-supreme-court-ruling-on-lgbt-job-rights-to-housing-cases/article_2d42d906-1aca-5938-8b8e-d954d2b757c2.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-08-12,omaha.com,22
New quarantine rules for teachers could keep Nebraska schools open,2.33,48.0,https://omaha.com/news/local/education/new-quarantine-rules-for-teachers-could-keep-nebraska-schools-open/article_71e3db57-bde1-5b5d-9744-5bede5cbafd9.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-09-03,omaha.com,22
Omaha's Symone Sanders could be press secretary for Biden,-3.33,43.67,https://omaha.com/news/local/govt-and-politics/omahas-symone-sanders-could-be-press-secretary-for-biden/article_d65390d1-17ef-51a6-bf87-71b4ce3c5b4d.html#tracking-source=home-top-story-1,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-18,omaha.com,22
"Nebraska's Erik Chinander embracing defensive wrinkle used by Alabama, Wisconsin",0.0,44.67,https://omaha.com/sports/huskers/football/nebraskas-erik-chinander-embracing-defensive-wrinkle-used-by-alabama-wisconsin/article_fa4aa470-b66b-5bd4-abb1-8d8cc1d96fca.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-19,omaha.com,22
Sen. Groene called Omaha woman a fanatic and stupid,-2.67,46.67,https://omaha.com/news/state-and-regional/govt-and-politics/sen-groene-called-omaha-woman-a-fanatic-and-stupid/article_37dfb618-87c7-57de-84e2-fad8f46f59c0.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-18,omaha.com,22
Hastings QB Jarrett Synek to walk on at Nebraska,0.0,45.0,https://omaha.com/sports/huskers/recruiting/hastings-qb-jarrett-synek-to-walk-on-at-nebraska/article_8f5fbe86-d242-51ff-887b-0fb083d5e1c1.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-18,omaha.com,22
OPS to do remote learning for two weeks following winter break,0.0,49.0,https://omaha.com/news/local/education/ops-to-do-remote-learning-for-two-weeks-following-winter-break/article_fef8e4be-0900-5e5a-b7b0-eb194d99f473.html#tracking-source=home-top-story,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-18,omaha.com,22
OPS board plans special meeting on remote learning,2.0,48.33,https://omaha.com/news/local/education/ops-board-plans-special-meeting-on-remote-learning/article_0b8ced7b-7a2e-5242-aa10-4defae4ea098.html#tracking-source=home-top-story-1,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-09-02,omaha.com,22
Grand jury to review shooting death of James Scurlock next week,-2.67,46.67,https://omaha.com/news/local/crime-and-courts/grand-jury-to-review-shooting-death-of-james-scurlock-next-week/article_addf0b9f-decf-562a-8cce-4be8f43dd8ec.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-09-02,omaha.com,22
Four UNO sports teams quarantined after athletes test positive for COVID-19,-0.67,46.33,https://omaha.com/news/local/education/four-uno-sports-teams-quarantined-after-athletes-test-positive-for-covid-19/article_1c566098-0623-5a01-9b2a-405072596df2.html#tracking-source=home-trending,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-09-02,omaha.com,22
Nebraska ignored drug manufacturers demands to return execution drugs,-0.33,41.33,https://omaha.com/news/state-and-regional/govt-and-politics/nebraska-ignored-drug-manufacturers-demands-to-return-execution-drugs/article_171758f5-8c3f-587c-b830-0b79924794e0.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,,omaha.com,22
Sponsor says bill banning abortion method lacks vote to advance in Nebraska Legislature,4.0,47.0,https://omaha.com/news/state-and-regional/govt-and-politics/sponsor-says-bill-banning-abortion-method-lacks-vote-to-advance-in-nebraska-legislature/article_b229bca3-bbeb-520e-abb4-95146ce02fc2.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-07-29,omaha.com,22
Omaha police warned of arrests during march; protesters call officers' actions 'unnecessary',-1.0,49.33,https://omaha.com/news/local/crime-and-courts/omaha-police-warned-of-arrests-during-march-protesters-call-officers-actions-unnecessary/article_8fb28b34-a3ee-51e2-8bec-2f01397ba7ee.html,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-07-29,omaha.com,22
New owner of former Reign Lounge agrees to strict measures to get liquor license,0.0,44.0,https://omaha.com/news/local/new-owner-of-former-reign-lounge-agrees-to-strict-measures-to-get-liquor-license/article_12e368de-0157-58eb-8c18-496b7792d773.html#tracking-source=home-the-latest,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-19,omaha.com,22
Stothert formally kicks off 2021 re-election bid for Omaha mayor,0.67,44.67,https://omaha.com/news/local/govt-and-politics/stothert-formally-kicks-off-2021-re-election-bid-for-omaha-mayor/article_d6f4b0f2-3aab-5924-b676-ac79b6f7e393.html#tracking-source=home-top-story-1,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,2020-11-18,omaha.com,22
COVID-19 in Florida: January marks deadliest month,0.0,46.67,https://www.orlandosentinel.com/coronavirus/os-ne-florida-coronavirus-sunday-january-31-20210131-25ykfxla6vcl5io6veiv6vmuyq-story.html,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2021-01-31,www.orlandosentinel.com,22
DeSantis extends eviction and foreclosure moratorium until Sept. 1,-8.0,42.33,https://www.orlandosentinel.com/coronavirus/jobs-economy/os-bz-coronavirus-eviction-moratorium-extension-20200730-6anaep2sabdd7bqqld5n76ayte-story.html,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-07-30,www.orlandosentinel.com,22
Who’s in charge of safe school openings in Florida? Who knows? | Commentary,-1.0,46.33,https://www.orlandosentinel.com/opinion/scott-maxwell-commentary/os-op-florida-school-opening-nonsense-covid-scott-maxwell-20200729-xbt6p23invhq7jav2xbk6twhbq-story.html#rt=chartbeat-flt,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-07-29,www.orlandosentinel.com,22
3 in Central Florida accused of collecting Social Security benefits for dead people,0.67,54.67,https://www.orlandosentinel.com/news/crime/os-ne-social-security-fraud-dead-benefits-orlando-20200729-6w3rrvaodfe4hmbb5co76wjfku-story.html?,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-07-29,www.orlandosentinel.com,22
"Florida, Orange County to temporarily close COVID-19 testing sites due to potential tropical storm",0.0,53.83,https://www.orlandosentinel.com/coronavirus/os-ne-coronavirus-covid-testing-sites-closed-isaias-20200729-3uq4i3iimnanvbtwvlvlkt77jy-story.html,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-07-29,www.orlandosentinel.com,22
Florida primary results: Monique Worrell wins State Attorney race; U.S. Rep Spano falls to GOP challenger,0.25,48.75,https://www.orlandosentinel.com/politics/2020-election/os-ne-2020-primary-as-it-happens-20200818-v6m4soiocbbivajls4uxkcpmny-story.html,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-08-18,www.orlandosentinel.com,22
Orange deputy said trainer threatened him. The agency’s probe led to his own firing,0.0,48.33,https://www.orlandosentinel.com/news/orange-county/os-ne-orange-deputy-terminated-untruthful-flawed-case-20201102-r7qrlclogvf7hokdhd2fojltae-story.html,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-11-02,www.orlandosentinel.com,22
Florida holds a safe but slow primary election conducted mostly by mail,-0.67,47.0,https://www.orlandosentinel.com/politics/2020-election/os-ne-2020-florida-primary-voting-20200819-b6puxbucnbbmxj4jw7y22bbheu-story.html#rt=chartbeat-flt,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-08-18,www.orlandosentinel.com,22
"Orange school board won’t delay start date for middle, high schools",-0.33,44.0,https://www.orlandosentinel.com/news/education/os-reopening-medical-advice-orange-schools-20200818-jwdofj5fxbc7nizdwxusku7yqu-story.html,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,2020-08-17,www.orlandosentinel.com,22
